1402:616,302,58,1511,61,289,518,650,32,1196
1405:96890,4697,24722,92558
1407:17,302,542,616,58,518,486,654,15,61
1408:17,616,302,518,654,564,84,58,245,15
1409:616,8,354,787,138,61,542,564,508,15
1412:17,302,654,58,616,70,84,8,76,542
1413:542,15,32,787,861,289,285,322,6,101
1418:654,15,61,542,94,787,289,564,322,32
1419:4755,3172,4825,1712,6434,12990,7831,5624,378,8848
1420:654,302,58,354,616,518,8,15,650,245
1427:17,15,61,518,1196,564,8,554,787,245
1430:58,654,17,302,542,1196,8,84,518,736
1431:58,654,616,542,84,15,518,554,285,8
1435:616,61,58,302,364,1196,787,94,564,322
1437:616,302,542,17,58,76,650,698,1535,81
1441:6559,3307,245,2548,6745,2715,840,8,17,8216
1447:17,518,15,616,8,542,58,302,654,564
1448:17,542,81,8,245,650,654,15,76,787
1457:17,302,616,542,58,15,654,650,518,32
1458:15,17,616,402,999,58,302,486,508,2200
1469:616,58,302,542,61,518,564,32,1196,861
1477:17,518,245,15,654,61,302,94,84,787
1486:168,719,984,76,1326,5480,1400,564,8860,574
1490:17,654,302,58,616,518,76,542,15,866
1491:616,58,654,302,542,15,650,84,8,61
1500:518,58,15,61,302,32,787,245,1196,364
1503:58,654,616,8,542,15,61,554,101,564
1517:74316,13313,59051,33796,27142,11783,1544,35340,63167,48654
1518:8,17,518,542,616,15,1126,32,1405,508
1535:302,58,654,542,650,1196,787,61,15,32
1551:616,542,8,518,15,61,650,554,354,32
1552:29723,19245,1402,70,15,17,29,2204,226,2342
1553:17,616,542,654,58,518,302,61,8,902
1559:616,654,302,15,861,61,1196,518,8,84
1560:518,61,17,15,103,58,1511,564,364,94
1561:616,542,17,15,518,61,58,1511,787,245
1562:616,654,542,518,650,8,564,15,787,32
1569:986,81,226,70,508,698,2967,17,302,76
1570:17,58,616,654,302,8,518,84,787,101
1588:1119,1187,84,17,48,53,245,15,32,224
1589:654,616,58,518,542,15,84,8,76,61
1591:69776,62108
1601:17,616,302,654,58,518,8,508,564,15
1602:17,15,518,61,616,8,1987,32,564,131
1629:17,518,616,15,61,654,58,32,302,8
1634:2265,76,8337,9662,6901,17,40,327,1913,2328
1642:654,518,58,302,8,542,32,245,94,554
1653:17,616,58,654,302,542,8,564,101,84
1654:302,542,8,518,32,94,322,787,1196,84
1655:654,542,15,8,787,94,1196,650,354,1511
1668:616,15,32,1196,518,8,650,861,364,554
1681:17,616,58,518,8,542,61,84,15,32
1703:518,302,61,84,1987,542,32,616,1119,564
1721:15,17,245,302,61,654,58,616,542,4268
1727:17,616,58,654,650,302,542,8,84,564
1728:302,58,84,616,354,15,1102,8,650,61
1745:17,245,616,8,518,61,32,654,6,58
1746:616,17,302,542,654,58,650,518,861,61
1751:518,8,84,58,101,616,542,508,327,15
1756:8,245,616,542,1102,999,15,654,1733,564
1758:17,616,302,542,654,58,8,1196,61,518
1761:226,81,17,70,76,8,518,780,61,361
1767:616,84,58,8,354,518,76,94,564,70
1779:86913,93097,1674,56748,103533,65741,67185,17395,8635,37843
1780:13960,9354,64,72271,48208,140,10404,731,1772,10503
1783:17,58,302,542,8,861,518,15,32,84
1787:616,61,1196,518,15,32,564,101,289,238
1788:508,780,17,731,616,654,1023,140,8,262
1794:616,17,15,654,32,564,245,518,787,8
1796:654,15,542,61,8,84,861,32,787,1196
1803:616,17,654,302,58,542,8,15,518,564
1820:1352,2880,10041,189,23191,378,6434,1712,508,7831
1821:518,17,61,564,616,15,103,1405,542,364
1822:654,616,17,302,58,32,61,1196,245,554
1823:17,542,84,15,650,1196,554,289,61,787
1840:616,542,61,861,564,650,787,1511,322,508
1841:984,8860,801,5480,1400,2103,463,8733,1528,1326
1842:17,58,302,616,542,8,518,84,15,29
1850:17,302,654,58,616,84,8,542,29,15
1853:17,654,302,15,32,518,616,58,542,61
1854:17,654,542,302,32,364,1196,564,245,94
1862:616,302,15,542,787,564,61,32,508,554
1880:875,17,84,354,1119,245,736,947,1023,138
1883:542,58,518,654,302,61,32,8,1196,245
1890:654,302,58,8,650,616,15,564,61,84
1891:17,302,58,654,29,616,84,8,15,486
1893:616,654,58,61,302,15,861,1511,364,1403
1894:616,58,654,61,564,542,32,15,508,8
1911:29727,10348,8345,29000,741,78658,17271,9127,13392,13581
1912:17,302,654,650,616,8,84,518,58,138
1913:17,616,58,302,654,518,542,8,861,289
1930:2548,5111,197,5627,7160,8069,4755,27094,465,15772
1932:2139,5097,17,76,3568,564,616,361,698,866
1950:542,15,61,32,363,1196,364,508,861,301
1951:2121,1360,17,542,564,616,654,1287,15,32
1952:17,616,542,15,76,861,8,564,1196,61
2005:15,302,542,61,1196,32,554,518,564,1511
2017:58208,47586,101380,13894,44039,23213,11246,107733,123006
2025:236,17,10075,776,8861,6766,238,302,364,564
2030:17,616,15,542,58,302,650,564,654,364
2034:6186,1352,4755,76,57937,9914,189,481,616,787
2038:17,302,654,58,29,616,542,84,94,650
2046:10492,27296,13889,11199,91537,9289,17,6503,3672,8
2058:12597,17944,121818,88234,43327,48197,12495,1410,3,1549
2068:245,15,17,616,542,402,8,94,364,1405
2070:84,15,245,542,13580,616,101,61,1102,787
2071:616,302,58,518,61,1535,364,508,1196,70
2072:518,302,616,354,654,1102,245,736,70,2162
2074:76,1410,5975,17,15,1987,4671,70,65,311
2075:15,654,61,542,302,245,8,787,94,32
2076:
2077:17,616,518,654,58,564,61,15,76,32
2080:17,654,58,15,861,564,650,542,1196,61
2085:17,616,542,654,58,61,518,245,302,364
2097:616,654,32,58,15,61,302,508,564,245
2112:17,76,654,564,302,5480,984,1326,94,245
2115:17,616,61,542,15,245,32,1405,8,58
2116:17,616,542,8,302,654,224,61,15,564
2123:17,654,518,616,58,8,138,94,76,1102
2135:17,616,8,58,15,302,564,245,654,61
2141:81,698,564,138,2204,986,17,70,76,226
2147:12673,6059,17030,23833,42335,728,109031,35619,12462,10987
2154:719,5480,8860,661,1326,463,2103,1528,801,5738
2160:17,302,15,61,861,554,32,1196,518,8
2162:719,5480,1400,661,760,463,574,1528,2103,801
2170:17,542,58,15,302,61,564,518,364,650
2177:17,224,29,162,302,459,44,81,262,378
2184:58,616,542,84,6,518,61,861,322,1102
2185:17,616,542,302,654,564,364,8,518,58
2187:
2211:17,508,616,542,8,15,302,564,58,226
2223:17,76,8,58,81,518,65,70,301,361
2243:245,17,61,518,15,32,616,542,8,58
2244:616,17,542,58,654,302,518,8,61,564
2247:616,302,564,650,58,654,15,518,61,542
2250:49715,4103,47112,36528,6191,2194,353,23527,1064,3205
2253:226,508,70,17,616,1535,262,542,302,1023
2260:
2261:616,58,61,15,654,302,542,32,94,101
2262:
2290:542,15,61,518,32,554,650,285,1403,1102
2291:17,616,542,15,32,554,564,1196,29,8
2293:17,84,58,101,616,787,302,656,654,508
2301:17,429,4032,65,84,182,302,2668,1102,7611
2302:16229,245,39395,33882,774,353,1524,8,17,185
2304:719,984,5480,1326,661,76,1528,463,1400,9874
2318:654,61,15,564,554,94,245,322,101,76
2325:8,84,245,616,354,654,58,787,65,101
2335:17,616,302,654,15,32,61,542,518,8
2343:17,302,32,84,2140,116,224,244,245,394
2346:17,70,616,518,654,302,8,76,354,84
2347:2186,7728,322,100785,86025,99856,4113,52756,100373,90201
2348:17,616,58,654,302,542,15,61,32,564
2362:
2363:616,17,302,542,15,61,101,650,94,518
2364:302,616,650,8,29,84,62,564,322,76
2369:17,616,70,8,76,302,301,58,84,238
2373:17,84,616,101,1102,302,58,1535,654,138
2381:58,17,654,302,616,29,542,8,61,289
2382:17,518,8,245,65,131,15,119,302,542
2384:17,1119,4420,245,84,302,354,518,496,736
2385:17,616,302,58,29,8,861,32,15,61
2392:
2393:17,8,654,616,15,61,58,542,508,518
2394:616,542,15,32,302,245,58,508,564,61
2395:17,616,1196,15,61,84,650,32,1140,322
2399:17,1023,76,302,616,226,1535,8,542,654
2405:17,542,58,654,15,302,1196,518,32,8
2407:17,866,58,654,76,302,518,84,301,542
2408:654,302,58,518,8,616,84,29,650,354
2419:58,8,616,654,17,76,302,568,861,6
2429:17,354,70,94,1382,245,302,9482,8,32
2447:84,301,8,1102,354,76,29,289,15,285
2452:12832,2282,25216,10127,77590,27927,8349,24481,19626,95533
2453:23740,29657,71417,128,16642,25812,13189,263,68631,50572
2454:508,245,17,8,787,564,3107,1352,542,76
2456:17,616,58,76,542,8,518,736,84,650
2461:542,1196,518,61,1511,554,62,6,245,289
2464:654,354,616,58,8,301,76,736,94,518
2465:58,616,84,8,15,518,354,76,564,32
2469:616,58,542,61,518,245,302,1511,8,103
2489:168,719,984,1326,801,1400,1528,5480,574,8860
2491:2319
2499:1097,302,13523,17,58,654,508,616,650,861
2500:8,654,58,542,616,564,76,518,508,354
2501:17,947,931,327,1405,8,1382,873,65,245
2505:654,17,616,58,542,15,518,1196,61,32
2510:17,1460,5567,508,65,1023,1326,58,70,76
2515:17,302,616,58,650,8,654,564,518,787
2518:5097,3568,17,890,40,76,564,361,4743,4880
2520:17,616,15,542,654,302,32,58,564,103
2521:302,616,518,654,58,8,542,32,101,564
2524:302,616,654,58,17,8,650,76,542,84
2536:17,542,302,15,32,1196,1511,364,518,554
2541:654,58,15,302,518,61,787,8,1196,32
2547:17,302,58,650,616,654,8,62,76,542
2553:9134,35177,31397,8960,25366,18939,5125,19507,37961,44578
2558:661,76,5557,17,1528,10267,81,1023,2153,15
2560:616,15,58,787,564,554,1196,289,101,1511
2563:302,58,15,654,861,564,1511,238,650,101
2573:58,616,1196,32,8,518,861,554,29,62
2591:616,654,58,302,17,542,861,8,238,564
2596:17,616,302,518,654,29,84,58,650,1102
2597:17,780,70,508,650,8,58,76,518,564
2601:17,302,311,787,7334,11855,542,8,84,14259
2604:616,17,70,226,76,698,508,1023,8,564
2611:8,518,245,654,787,58,616,363,542,15
2612:17,542,654,58,15,302,861,518,554,486
2615:542,518,61,32,8,1511,94,364,861,245
2625:17,226,245,616,508,1023,94,354,81,61
2626:616,302,518,84,554,1196,861,564,101,289
2634:17,15,616,654,58,302,518,32,8,542
2636:654,58,616,542,518,861,15,84,8,650
2639:17,518,84,70,302,616,15,654,1023,496
2650:2123,86115,10451,4308,4194,75058,17731,13766,17,14600
2661:17,616,302,518,654,58,84,8,1405,245
2663:17,84,8,302,245,654,736,58,518,616
2666:616,17,58,654,302,542,8,15,518,1196
2676:12821,654,616,17,289,15,58,302,162,354
2689:17,616,15,654,542,58,302,245,564,61
2693:790,8,17,10408,650,21813,27340,873,891,36085
2708:17,616,61,15,58,542,302,654,245,94
2709:245,61,542,15,518,17,131,4268,654,616
2713:17,616,364,8,245,61,542,654,15,58
2715:984,1400,661,2153,801,8733,760,9874,5557,135
2716:81,16542,500,986,8,226,542,616,17,70
2727:58,616,15,542,84,61,29,94,354,518
2730:17,542,15,616,61,518,654,364,58,8
2731:616,84,29,650,542,564,1102,76,15,518
2734:564,76,736,1069,17,518,616,4017,947,698
2735:3107,1527,1712,3172,8848,4825,12990,508,378,76
2737:17,654,302,58,15,289,8,616,70,61
2745:17,654,245,61,518,15,302,616,4268,8
2746:27209,16151,4158,24118,5595,22338,23595,32863,13137,38773
2748:5287,76,327,564,103,245,508,518,1262,2139
2756:616,302,564,650,654,58,8,114,1196,542
2760:542,29,84,15,650,76,8,32,285,861
2776:
2799:17,76,8,508,710,302,1744,245,4513,70
2802:654,302,58,616,8,84,518,354,76,861
2803:11718,88529,2074,2595,94755,33572,19829,97817,347,14237
2804:17,650,654,58,302,616,224,542,84,15
2805:15,17,2121,81,124,496,518,542,616,656
2812:302,654,8,542,787,15,101,508,32,61
2815:168,984,719,463,1400,661,8860,9874,8733,1326
2827:17390,8964,7059,2428,58,616,17,13510,861,84
2831:654,58,84,564,8,76,518,15,542,61
2846:616,654,15,518,61,302,542,84,32,787
2848:616,17,654,518,15,861,32,61,289,554
2853:18850,262,34823,3081,89994,68624,29458,2326,27420,62238
2854:1119,245,518,84,354,736,8,654,496,131
2857:17,245,353,94,518,654,84,650,4797,8
2858:17,542,15,84,61,101,289,1196,322,6
2861:245,1410,2139,1451,5975,10981,103,131,226,542
2871:4755,189,3107,378,1527,17,245,518,508,76
2907:654,302,58,616,8,84,15,61,650,564
2912:226,76,17,70,1023,698,719,3789,508,238
2914:17,654,58,302,542,61,32,518,15,8
2924:245,226,17,1002,70,168,4268,1744,81,1147
2925:245,17,61,564,8,103,1405,81,76,402
2947:2741,66050,18970,66993,24301,46125,8643,385,262,3969
2951:3,6,17,62,30839,224,285,51550,12712,483
2959:17,302,616,58,564,8,238,285,542,654
2960:17,518,8,616,542,654,32,508,84,15
2963:17,616,542,654,58,564,8,302,1511,364
2965:135,564,650,698,29475,984,5557,3789,18240,6097
2967:245,518,564,8,61,542,15,1405,32,616
2970:616,17,302,654,58,8,518,1196,542,6
2977:17,302,654,616,58,8,84,518,542,15
2981:542,518,8,101,554,32,84,94,650,1511
2989:17,302,616,58,32,542,76,654,8,61
2990:22420,29000,13581,16717,57558,5975,76,21482,55922,311
3002:
3004:168,984,8860,1326,5480,1400,463,8733,574,9874
3011:84226,109829,123142,59912,1164,5517,654,9816,112786,60691
3013:508,17,4755,7006,8,76,1023,518,564,70
3037:
3038:8,302,76,17,616,650,32,247,564,1405
3044:302,616,654,58,8,15,518,542,554,289
3070:10692,4146,8783,17,564,2528,2354,654,4093,70
3081:17,302,616,654,58,518,542,8,238,354
3100:302,616,542,84,8,76,861,736,101,15
3102:168,984,1400,574,5480,463,719,5557,8860,2153
3105:17,654,58,302,15,518,32,61,564,902
3107:70,17,1023,76,616,1535,654,94,262,780
3110:17,616,654,61,8,15,245,58,302,508
3111:58,616,302,654,15,542,8,518,289,861
3113:17,302,616,542,8,654,15,76,518,650
3121:8,542,787,564,15,32,101,322,62,861
3125:17,616,302,654,58,70,542,8,1535,76
3126:
3129:616,302,61,542,8,518,32,861,554,564
3139:361,17,654,302,76,58,354,15,70,254
3144:17,302,616,564,518,58,650,76,289,15
3152:17,616,518,8,542,58,15,302,654,787
3166:
3167:17,564,542,1023,76,616,58,8,508,302
3169:542,15,518,616,61,32,8,245,58,1405
3170:17,616,302,58,70,518,654,8,76,32
3172:17,616,302,58,238,542,654,8,32,84
3176:58,616,564,542,650,15,76,322,84,787
3183:654,17,76,58,616,15,542,70,564,650
3184:17,131,245,354,76,94,61,302,1002,654
3193:58,61,1196,518,8,787,554,364,1511,289
3195:17,8,518,616,1119,84,245,654,301,542
3220:616,84,650,76,1102,289,518,542,15,8
3229:17,616,302,654,15,58,542,650,518,61
3234:518,1102,302,616,654,58,101,354,787,902
3237:110318,41101,54099,22678,102041,58923,28760,9915,113362,77678
3238:17,518,542,302,616,1405,8,58,654,76
3239:58,17,616,29,8,76,650,84,564,518
3246:533,4671,311,8772,603,911,1337,2543,11590,1011
3258:17,542,58,654,15,8,564,61,32,554
3263:17,616,15,302,58,654,542,61,564,1196
3264:
3277:168,76,719,10267,574,5480,564,1400,17,984
3279:17,58,616,654,302,564,32,650,8,289
3295:17,76,8,564,81,518,780,70,301,616
3305:17,500,76,262,564,2139,70,805,302,616
3306:6901,1651,4146,28389,8129,9557,2354,10692,11653,48431
3308:17,302,508,542,616,65,1405,654,8,15
3309:616,302,542,518,1196,861,650,32,84,554
3319:
3320:2548,3196,10541,197,5111,7160,8069,4755,14793,5627
3328:616,58,542,518,76,564,138,289,61,8
3329:17,429,76,238,302,542,70,58,224,564
3335:654,616,58,61,542,15,84,518,8,650
3346:17,245,15,518,542,103,61,616,8,1987
3352:17,58,654,8,542,302,15,518,616,101
3353:17,654,616,302,58,508,8,564,32,70
3360:616,8,302,84,654,518,58,94,1405,101
3374:17,616,518,654,58,542,302,8,29,301
3376:17,654,616,226,780,76,302,542,1535,58
3383:70,17,138,302,354,654,58,84,226,508
3386:12253,4203,776,14750,17,10641,302,654,6673,8197
3411:17,654,616,58,302,8,29,518,84,564
3412:129,16258,2051,12039,88968,6921,72467,107299,71593,104247
3413:17,8,518,15,61,616,103,58,1744,131
3416:4755,1352,2880,10041,189,4568,3107,1527,3172,378
3419:17,616,654,32,15,518,787,1511,650,564
3421:17,861,84,542,8,564,1196,518,62,101
3423:17,518,302,8,616,58,70,1405,76,650
3426:616,17,654,302,58,542,861,15,518,32
3428:17,58,654,542,8,302,15,1196,61,787
3429:654,302,84,650,564,542,8,1196,76,861
3431:3225,80576,88768,1730,2139,34500,683,76,47290
3432:654,17,564,616,302,650,58,542,8,15
3450:17,76,58,616,302,542,654,564,8,70
3453:168,719,5480,661,760,1326,1528,1400,463,9874
3475:17,2030,302,61,654,58,616,245,518,8
3478:15,61,1196,518,650,8,289,322,363,787
3479:17,654,616,650,302,8,58,61,518,15
3480:616,654,17,302,542,650,76,61,15,238
3490:17,542,61,1196,32,554,289,84,1511,322
3500:616,542,654,61,15,58,518,8,32,245
3514:616,302,84,8,542,15,29,32,787,564
3529:
3546:17,302,654,58,518,15,8,564,76,486
3547:616,302,654,15,61,518,8,84,554,29
3551:219,76,168,226,1528,5738,297,719,801,1124
3557:168,719,984,1400,5480,8733,8860,661,135,574
3572:29630,31775,3360,19012,54245,60680,81034,76,1069,238
3579:17,58,616,8,29,354,518,650,301,15
3580:17,564,70,76,616,58,650,780,654,226
3593:17,616,654,518,58,76,564,542,32,508
3599:76,654,302,564,616,698,17,15,70,81
3609:17,654,616,302,58,542,15,518,8,61
3610:17,654,616,8,58,302,518,508,1023,542
3613:70,17,76,508,698,226,81,986,2139,500
3628:17,542,302,616,650,8,103,76,787,58
3656:17,654,616,542,58,554,32,8,61,518
3657:17,58,616,84,564,1102,15,162,518,542
3663:542,58,32,364,564,787,508,94,650,402
3674:58,542,302,8,518,61,15,861,32,364
3684:568,23054,1046,1568,2593,37,48,10806,5176,1595
3685:17,70,616,76,81,58,508,302,564,8
3686:9216,11777,73231,8211,24608,38443,15921,15417,88124,13889
3692:654,17,616,302,101,84,6,94,285,518
3694:17,302,616,8,58,650,654,564,508,518
3701:302,654,58,616,8,518,101,564,787,354
3702:302,17,76,8,564,554,616,32,654,1023
3717:17,15,61,58,564,542,654,508,787,364
3721:58,616,654,518,84,61,76,542,650,285
3728:76,17,654,58,650,616,698,1344,486,32
3735:8,15,32,101,554,1196,94,289,861,76
3736:616,302,8,654,58,518,84,245,363,15
3737:616,302,654,58,650,8,29,84,518,564
3751:17,616,58,654,542,15,554,8,650,861
3752:17,302,58,616,84,354,542,8,29,76
3800:542,61,58,654,302,32,364,101,103,554
3811:76,533,4040,1337,311,4671,7926,8772,10981,11590
3820:17,58,616,8,650,15,285,101,861,354
3840:654,1102,58,616,354,650,8,138,518,736
